---------------------------------------------------------------------------------------------------
Date: 5/19/2026 -- 23:07:18 (uptime: 0d, 00h 00m 09s)
---------------------------------------------------------------------------------------------------
Counter                                                      | TM Name                   | Value
ippair.memuse                                                | Total                     | 398144
ippair.memcap                                                | Total                     | 16777216
host.memuse                                                  | Total                     | 382144
host.memcap                                                  | Total                     | 33554432
flow.memuse                                                  | Total                     | 7234304
---------------------------------------------------------------------------------------------------
Date: 5/20/2026 -- 00:20:09 (uptime: 0d, 00h 35m 45s)
---------------------------------------------------------------------------------------------------
Counter                                                      | TM Name                   | Value
---------------------------------------------------------------------------------------------------
capture.kernel_packets                                       | Total                     | 18
capture.afpacket.polls                                       | Total                     | 84414
capture.afpacket.poll_timeout                                | Total                     | 84411
capture.afpacket.poll_data                                   | Total                     | 3
decoder.pkts                                                 | Total                     | 18
decoder.bytes                                                | Total                     | 2386
decoder.ipv4                                                 | Total                     | 14
decoder.ethernet                                             | Total                     | 18
decoder.arp                                                  | Total                     | 4
decoder.tcp                                                  | Total                     | 12
tcp.syn                                                      | Total                     | 1
tcp.synack                                                   | Total                     | 1
decoder.icmpv4                                               | Total                     | 2
decoder.avg_pkt_size                                         | Total                     | 132
decoder.max_pkt_size                                         | Total                     | 962
flow.total                                                   | Total                     | 2
flow.tcp                                                     | Total                     | 1
flow.icmpv4                                                  | Total                     | 1
flow.wrk.spare_sync_avg                                      | Total                     | 100
flow.wrk.spare_sync                                          | Total                     | 2
tcp.sessions                                                 | Total                     | 1
tcp.ssn_from_pool                                            | Total                     | 1
tcp.segment_from_pool                                        | Total                     | 3
detect.alert                                                 | Total                     | 2
app_layer.flow.http                                          | Total                     | 1
app_layer.tx.http                                            | Total                     | 1
flow.end.state.established                                   | Total                     | 1
flow.end.state.closed                                        | Total                     | 1
flow.end.tcp_state.closed                                    | Total                     | 1
flow.mgr.full_hash_pass                                      | Total                     | 214
flow.mgr.rows_per_sec                                        | Total                     | 6553
flow.spare                                                   | Total                     | 9802
flow.mgr.rows_maxlen                                         | Total                     | 1
flow.mgr.flows_checked                                       | Total                     | 4
flow.mgr.flows_notimeout                                     | Total                     | 2
flow.mgr.flows_timeout                                       | Total                     | 2
flow.mgr.flows_evicted                                       | Total                     | 2
memcap.pressure                                              | Total                     | 5
memcap.pressure_max                                          | Total                     | 5
defrag.memuse                                                | Total                     | 33554432
flow.recycler.recycled                                       | Total                     | 2
flow.recycler.queue_max                                      | Total                     | 1
tcp.memuse                                                   | Total                     | 2490368
tcp.reassembly_memuse                                        | Total                     | 458752
http.byterange.memuse                                        | Total                     | 168384
http.byterange.memcap                                        | Total                     | 104857600
ippair.memuse                                                | Total                     | 398144
ippair.memcap                                                | Total                     | 16777216
host.memuse                                                  | Total                     | 382144
host.memcap                                                  | Total                     | 33554432
flow.memuse                                                  | Total                     | 7234304
---------------------------------------------------------------------------------------------------
Date: 5/20/2026 -- 00:20:17 (uptime: 0d, 00h 35m 53s)
---------------------------------------------------------------------------------------------------
Counter                                                      | TM Name                   | Value
---------------------------------------------------------------------------------------------------
capture.kernel_packets                                       | Total                     | 18
capture.afpacket.polls                                       | Total                     | 84771
capture.afpacket.poll_timeout                                | Total                     | 84768
capture.afpacket.poll_data                                   | Total                     | 3
decoder.pkts                                                 | Total                     | 18
decoder.bytes                                                | Total                     | 2386
decoder.ipv4                                                 | Total                     | 14
decoder.ethernet                                             | Total                     | 18
decoder.arp                                                  | Total                     | 4
decoder.tcp                                                  | Total                     | 12
tcp.syn                                                      | Total                     | 1
tcp.synack                                                   | Total                     | 1
decoder.icmpv4                                               | Total                     | 2
decoder.avg_pkt_size                                         | Total                     | 132
decoder.max_pkt_size                                         | Total                     | 962
flow.total                                                   | Total                     | 2
flow.tcp                                                     | Total                     | 1
flow.icmpv4                                                  | Total                     | 1
flow.wrk.spare_sync_avg                                      | Total                     | 100
flow.wrk.spare_sync                                          | Total                     | 2
tcp.sessions                                                 | Total                     | 1
tcp.ssn_from_pool                                            | Total                     | 1
tcp.segment_from_pool                                        | Total                     | 3
detect.alert                                                 | Total                     | 2
app_layer.flow.http                                          | Total                     | 1
app_layer.tx.http                                            | Total                     | 1
flow.end.state.established                                   | Total                     | 1
flow.end.state.closed                                        | Total                     | 1
flow.end.tcp_state.closed                                    | Total                     | 1
flow.mgr.full_hash_pass                                      | Total                     | 215
flow.mgr.rows_per_sec                                        | Total                     | 6553
flow.spare                                                   | Total                     | 9802
flow.mgr.rows_maxlen                                         | Total                     | 1
flow.mgr.flows_checked                                       | Total                     | 4
flow.mgr.flows_notimeout                                     | Total                     | 2
flow.mgr.flows_timeout                                       | Total                     | 2
flow.mgr.flows_evicted                                       | Total                     | 2
memcap.pressure                                              | Total                     | 5
memcap.pressure_max                                          | Total                     | 5
defrag.memuse                                                | Total                     | 33554432
flow.recycler.recycled                                       | Total                     | 2
flow.recycler.queue_max                                      | Total                     | 1
tcp.memuse                                                   | Total                     | 2490368
tcp.reassembly_memuse                                        | Total                     | 458752
http.byterange.memuse                                        | Total                     | 168384
http.byterange.memcap                                        | Total                     | 104857600
ippair.memuse                                                | Total                     | 398144
ippair.memcap                                                | Total                     | 16777216
host.memuse                                                  | Total                     | 382144
host.memcap                                                  | Total                     | 33554432
flow.memuse                                                  | Total                     | 7234304
---------------------------------------------------------------------------------------------------
Date: 5/20/2026 -- 00:20:25 (uptime: 0d, 00h 36m 01s)
---------------------------------------------------------------------------------------------------
Counter                                                      | TM Name                   | Value
---------------------------------------------------------------------------------------------------
capture.kernel_packets                                       | Total                     | 18
capture.afpacket.polls                                       | Total                     | 85007
capture.afpacket.poll_timeout                                | Total                     | 85004
capture.afpacket.poll_data                                   | Total                     | 3
decoder.pkts                                                 | Total                     | 18
decoder.bytes                                                | Total                     | 2386
decoder.ipv4                                                 | Total                     | 14
decoder.ethernet                                             | Total                     | 18
decoder.arp                                                  | Total                     | 4
decoder.tcp                                                  | Total                     | 12
tcp.syn                                                      | Total                     | 1
tcp.synack                                                   | Total                     | 1
decoder.icmpv4                                               | Total                     | 2
decoder.avg_pkt_size                                         | Total                     | 132
decoder.max_pkt_size                                         | Total                     | 962
flow.total                                                   | Total                     | 2
flow.tcp                                                     | Total                     | 1
flow.icmpv4                                                  | Total                     | 1
flow.wrk.spare_sync_avg                                      | Total                     | 100
flow.wrk.spare_sync                                          | Total                     | 2
tcp.sessions                                                 | Total                     | 1
tcp.ssn_from_pool                                            | Total                     | 1
tcp.segment_from_pool                                        | Total                     | 3
detect.alert                                                 | Total                     | 2
app_layer.flow.http                                          | Total                     | 1
app_layer.tx.http                                            | Total                     | 1
flow.end.state.established                                   | Total                     | 1
flow.end.state.closed                                        | Total                     | 1
flow.end.tcp_state.closed                                    | Total                     | 1
flow.mgr.full_hash_pass                                      | Total                     | 216
flow.mgr.rows_per_sec                                        | Total                     | 6553
flow.spare                                                   | Total                     | 9802
flow.mgr.rows_maxlen                                         | Total                     | 1
flow.mgr.flows_checked                                       | Total                     | 4
flow.mgr.flows_notimeout                                     | Total                     | 2
flow.mgr.flows_timeout                                       | Total                     | 2
flow.mgr.flows_evicted                                       | Total                     | 2
memcap.pressure                                              | Total                     | 5
memcap.pressure_max                                          | Total                     | 5
defrag.memuse                                                | Total                     | 33554432
flow.recycler.recycled                                       | Total                     | 2
flow.recycler.queue_max                                      | Total                     | 1
tcp.memuse                                                   | Total                     | 2490368
tcp.reassembly_memuse                                        | Total                     | 458752
http.byterange.memuse                                        | Total                     | 168384
http.byterange.memcap                                        | Total                     | 104857600
ippair.memuse                                                | Total                     | 398144
ippair.memcap                                                | Total                     | 16777216
host.memuse                                                  | Total                     | 382144
host.memcap                                                  | Total                     | 33554432
flow.memuse                                                  | Total                     | 7234304
---------------------------------------------------------------------------------------------------
Date: 5/20/2026 -- 00:20:33 (uptime: 0d, 00h 36m 09s)
---------------------------------------------------------------------------------------------------
Counter                                                      | TM Name                   | Value
---------------------------------------------------------------------------------------------------
capture.kernel_packets                                       | Total                     | 18
capture.afpacket.polls                                       | Total                     | 85355
capture.afpacket.poll_timeout                                | Total                     | 85352
capture.afpacket.poll_data                                   | Total                     | 3
decoder.pkts                                                 | Total                     | 18
decoder.bytes                                                | Total                     | 2386
decoder.ipv4                                                 | Total                     | 14
decoder.ethernet                                             | Total                     | 18
decoder.arp                                                  | Total                     | 4
decoder.tcp                                                  | Total                     | 12
tcp.syn                                                      | Total                     | 1
tcp.synack                                                   | Total                     | 1
decoder.icmpv4                                               | Total                     | 2
decoder.avg_pkt_size                                         | Total                     | 132
decoder.max_pkt_size                                         | Total                     | 962
flow.total                                                   | Total                     | 2
flow.tcp                                                     | Total                     | 1
flow.icmpv4                                                  | Total                     | 1
flow.wrk.spare_sync_avg                                      | Total                     | 100
flow.wrk.spare_sync                                          | Total                     | 2
tcp.sessions                                                 | Total                     | 1
tcp.ssn_from_pool                                            | Total                     | 1
tcp.segment_from_pool                                        | Total                     | 3
detect.alert                                                 | Total                     | 2
app_layer.flow.http                                          | Total                     | 1
app_layer.tx.http                                            | Total                     | 1
flow.end.state.established                                   | Total                     | 1
flow.end.state.closed                                        | Total                     | 1
flow.end.tcp_state.closed                                    | Total                     | 1
flow.mgr.full_hash_pass                                      | Total                     | 216
flow.mgr.rows_per_sec                                        | Total                     | 6553
flow.spare                                                   | Total                     | 9802
flow.mgr.rows_maxlen                                         | Total                     | 1
flow.mgr.flows_checked                                       | Total                     | 4
flow.mgr.flows_notimeout                                     | Total                     | 2
flow.mgr.flows_timeout                                       | Total                     | 2
flow.mgr.flows_evicted                                       | Total                     | 2
memcap.pressure                                              | Total                     | 5
memcap.pressure_max                                          | Total                     | 5
defrag.memuse                                                | Total                     | 33554432
flow.recycler.recycled                                       | Total                     | 2
flow.recycler.queue_max                                      | Total                     | 1
tcp.memuse                                                   | Total                     | 2490368
tcp.reassembly_memuse                                        | Total                     | 458752
http.byterange.memuse                                        | Total                     | 168384
http.byterange.memcap                                        | Total                     | 104857600
ippair.memuse                                                | Total                     | 398144
ippair.memcap                                                | Total                     | 16777216
host.memuse                                                  | Total                     | 382144
host.memcap                                                  | Total                     | 33554432
flow.memuse                                                  | Total                     | 7234304
---------------------------------------------------------------------------------------------------
Date: 5/20/2026 -- 00:20:41 (uptime: 0d, 00h 36m 17s)
---------------------------------------------------------------------------------------------------
Counter                                                      | TM Name                   | Value
---------------------------------------------------------------------------------------------------
capture.kernel_packets                                       | Total                     | 18
capture.afpacket.polls                                       | Total                     | 85709
capture.afpacket.poll_timeout                                | Total                     | 85706
capture.afpacket.poll_data                                   | Total                     | 3
decoder.pkts                                                 | Total                     | 18
decoder.bytes                                                | Total                     | 2386
decoder.ipv4                                                 | Total                     | 14
decoder.ethernet                                             | Total                     | 18
decoder.arp                                                  | Total                     | 4
decoder.tcp                                                  | Total                     | 12
tcp.syn                                                      | Total                     | 1
tcp.synack                                                   | Total                     | 1
decoder.icmpv4                                               | Total                     | 2
decoder.avg_pkt_size                                         | Total                     | 132
decoder.max_pkt_size                                         | Total                     | 962
flow.total                                                   | Total                     | 2
flow.tcp                                                     | Total                     | 1
flow.icmpv4                                                  | Total                     | 1
flow.wrk.spare_sync_avg                                      | Total                     | 100
flow.wrk.spare_sync                                          | Total                     | 2
tcp.sessions                                                 | Total                     | 1
tcp.ssn_from_pool                                            | Total                     | 1
tcp.segment_from_pool                                        | Total                     | 3
detect.alert                                                 | Total                     | 2
app_layer.flow.http                                          | Total                     | 1
app_layer.tx.http                                            | Total                     | 1
flow.end.state.established                                   | Total                     | 1
flow.end.state.closed                                        | Total                     | 1
flow.end.tcp_state.closed                                    | Total                     | 1
flow.mgr.full_hash_pass                                      | Total                     | 217
flow.mgr.rows_per_sec                                        | Total                     | 6553
flow.spare                                                   | Total                     | 9802
flow.mgr.rows_maxlen                                         | Total                     | 1
flow.mgr.flows_checked                                       | Total                     | 4
flow.mgr.flows_notimeout                                     | Total                     | 2
flow.mgr.flows_timeout                                       | Total                     | 2
flow.mgr.flows_evicted                                       | Total                     | 2
memcap.pressure                                              | Total                     | 5
memcap.pressure_max                                          | Total                     | 5
defrag.memuse                                                | Total                     | 33554432
flow.recycler.recycled                                       | Total                     | 2
flow.recycler.queue_max                                      | Total                     | 1
tcp.memuse                                                   | Total                     | 2490368
tcp.reassembly_memuse                                        | Total                     | 458752
http.byterange.memuse                                        | Total                     | 168384
http.byterange.memcap                                        | Total                     | 104857600
ippair.memuse                                                | Total                     | 398144
ippair.memcap                                                | Total                     | 16777216
host.memuse                                                  | Total                     | 382144
host.memcap                                                  | Total                     | 33554432
flow.memuse                                                  | Total                     | 7234304
---------------------------------------------------------------------------------------------------
Date: 5/20/2026 -- 00:20:49 (uptime: 0d, 00h 36m 25s)
---------------------------------------------------------------------------------------------------
Counter                                                      | TM Name                   | Value
---------------------------------------------------------------------------------------------------
capture.kernel_packets                                       | Total                     | 18
capture.afpacket.polls                                       | Total                     | 85947
capture.afpacket.poll_timeout                                | Total                     | 85944
capture.afpacket.poll_data                                   | Total                     | 3
decoder.pkts                                                 | Total                     | 18
decoder.bytes                                                | Total                     | 2386
decoder.ipv4                                                 | Total                     | 14
decoder.ethernet                                             | Total                     | 18
decoder.arp                                                  | Total                     | 4
decoder.tcp                                                  | Total                     | 12
tcp.syn                                                      | Total                     | 1
tcp.synack                                                   | Total                     | 1
decoder.icmpv4                                               | Total                     | 2
decoder.avg_pkt_size                                         | Total                     | 132
decoder.max_pkt_size                                         | Total                     | 962
flow.total                                                   | Total                     | 2
flow.tcp                                                     | Total                     | 1
flow.icmpv4                                                  | Total                     | 1
flow.wrk.spare_sync_avg                                      | Total                     | 100
flow.wrk.spare_sync                                          | Total                     | 2
tcp.sessions                                                 | Total                     | 1
tcp.ssn_from_pool                                            | Total                     | 1
tcp.segment_from_pool                                        | Total                     | 3
detect.alert                                                 | Total                     | 2
app_layer.flow.http                                          | Total                     | 1
app_layer.tx.http                                            | Total                     | 1
flow.end.state.established                                   | Total                     | 1
flow.end.state.closed                                        | Total                     | 1
flow.end.tcp_state.closed                                    | Total                     | 1
flow.mgr.full_hash_pass                                      | Total                     | 218
flow.mgr.rows_per_sec                                        | Total                     | 6553
flow.spare                                                   | Total                     | 9802
flow.mgr.rows_maxlen                                         | Total                     | 1
flow.mgr.flows_checked                                       | Total                     | 4
flow.mgr.flows_notimeout                                     | Total                     | 2
flow.mgr.flows_timeout                                       | Total                     | 2
flow.mgr.flows_evicted                                       | Total                     | 2
memcap.pressure                                              | Total                     | 5
memcap.pressure_max                                          | Total                     | 5
defrag.memuse                                                | Total                     | 33554432
flow.recycler.recycled                                       | Total                     | 2
flow.recycler.queue_max                                      | Total                     | 1
tcp.memuse                                                   | Total                     | 2490368
tcp.reassembly_memuse                                        | Total                     | 458752
http.byterange.memuse                                        | Total                     | 168384
http.byterange.memcap                                        | Total                     | 104857600
ippair.memuse                                                | Total                     | 398144
ippair.memcap                                                | Total                     | 16777216
host.memuse                                                  | Total                     | 382144
host.memcap                                                  | Total                     | 33554432
flow.memuse                                                  | Total                     | 7234304
---------------------------------------------------------------------------------------------------
Date: 5/20/2026 -- 00:20:57 (uptime: 0d, 00h 36m 33s)
---------------------------------------------------------------------------------------------------
Counter                                                      | TM Name                   | Value
---------------------------------------------------------------------------------------------------
capture.kernel_packets                                       | Total                     | 18
capture.afpacket.polls                                       | Total                     | 86302
capture.afpacket.poll_timeout                                | Total                     | 86299
capture.afpacket.poll_data                                   | Total                     | 3
decoder.pkts                                                 | Total                     | 18
decoder.bytes                                                | Total                     | 2386
decoder.ipv4                                                 | Total                     | 14
decoder.ethernet                                             | Total                     | 18
decoder.arp                                                  | Total                     | 4
decoder.tcp                                                  | Total                     | 12
tcp.syn                                                      | Total                     | 1
tcp.synack                                                   | Total                     | 1
decoder.icmpv4                                               | Total                     | 2
decoder.avg_pkt_size                                         | Total                     | 132
decoder.max_pkt_size                                         | Total                     | 962
flow.total                                                   | Total                     | 2
flow.tcp                                                     | Total                     | 1
flow.icmpv4                                                  | Total                     | 1
flow.wrk.spare_sync_avg                                      | Total                     | 100
flow.wrk.spare_sync                                          | Total                     | 2
tcp.sessions                                                 | Total                     | 1
tcp.ssn_from_pool                                            | Total                     | 1
tcp.segment_from_pool                                        | Total                     | 3
detect.alert                                                 | Total                     | 2
app_layer.flow.http                                          | Total                     | 1
app_layer.tx.http                                            | Total                     | 1
flow.end.state.established                                   | Total                     | 1
flow.end.state.closed                                        | Total                     | 1
flow.end.tcp_state.closed                                    | Total                     | 1
flow.mgr.full_hash_pass                                      | Total                     | 219
flow.mgr.rows_per_sec                                        | Total                     | 6553
flow.spare                                                   | Total                     | 9802
flow.mgr.rows_maxlen                                         | Total                     | 1
flow.mgr.flows_checked                                       | Total                     | 4
flow.mgr.flows_notimeout                                     | Total                     | 2
flow.mgr.flows_timeout                                       | Total                     | 2
flow.mgr.flows_evicted                                       | Total                     | 2
memcap.pressure                                              | Total                     | 5
memcap.pressure_max                                          | Total                     | 5
defrag.memuse                                                | Total                     | 33554432
flow.recycler.recycled                                       | Total                     | 2
flow.recycler.queue_max                                      | Total                     | 1
tcp.memuse                                                   | Total                     | 2490368
tcp.reassembly_memuse                                        | Total                     | 458752
http.byterange.memuse                                        | Total                     | 168384
http.byterange.memcap                                        | Total                     | 104857600
ippair.memuse                                                | Total                     | 398144
ippair.memcap                                                | Total                     | 16777216
host.memuse                                                  | Total                     | 382144
host.memcap                                                  | Total                     | 33554432
flow.memuse                                                  | Total                     | 7234304
---------------------------------------------------------------------------------------------------
Date: 5/20/2026 -- 00:21:05 (uptime: 0d, 00h 36m 41s)
---------------------------------------------------------------------------------------------------
Counter                                                      | TM Name                   | Value
---------------------------------------------------------------------------------------------------
capture.kernel_packets                                       | Total                     | 18
capture.afpacket.polls                                       | Total                     | 86658
capture.afpacket.poll_timeout                                | Total                     | 86655
capture.afpacket.poll_data                                   | Total                     | 3
decoder.pkts                                                 | Total                     | 18
decoder.bytes                                                | Total                     | 2386
decoder.ipv4                                                 | Total                     | 14
decoder.ethernet                                             | Total                     | 18
decoder.arp                                                  | Total                     | 4
decoder.tcp                                                  | Total                     | 12
tcp.syn                                                      | Total                     | 1
tcp.synack                                                   | Total                     | 1
decoder.icmpv4                                               | Total                     | 2
decoder.avg_pkt_size                                         | Total                     | 132
decoder.max_pkt_size                                         | Total                     | 962
flow.total                                                   | Total                     | 2
flow.tcp                                                     | Total                     | 1
flow.icmpv4                                                  | Total                     | 1
flow.wrk.spare_sync_avg                                      | Total                     | 100
flow.wrk.spare_sync                                          | Total                     | 2
tcp.sessions                                                 | Total                     | 1
tcp.ssn_from_pool                                            | Total                     | 1
tcp.segment_from_pool                                        | Total                     | 3
detect.alert                                                 | Total                     | 2
app_layer.flow.http                                          | Total                     | 1
app_layer.tx.http                                            | Total                     | 1
flow.end.state.established                                   | Total                     | 1
flow.end.state.closed                                        | Total                     | 1
flow.end.tcp_state.closed                                    | Total                     | 1
flow.mgr.full_hash_pass                                      | Total                     | 220
flow.mgr.rows_per_sec                                        | Total                     | 6553
flow.spare                                                   | Total                     | 9802
flow.mgr.rows_maxlen                                         | Total                     | 1
flow.mgr.flows_checked                                       | Total                     | 4
flow.mgr.flows_notimeout                                     | Total                     | 2
flow.mgr.flows_timeout                                       | Total                     | 2
flow.mgr.flows_evicted                                       | Total                     | 2
memcap.pressure                                              | Total                     | 5
memcap.pressure_max                                          | Total                     | 5
defrag.memuse                                                | Total                     | 33554432
flow.recycler.recycled                                       | Total                     | 2
flow.recycler.queue_max                                      | Total                     | 1
tcp.memuse                                                   | Total                     | 2490368
tcp.reassembly_memuse                                        | Total                     | 458752
http.byterange.memuse                                        | Total                     | 168384
http.byterange.memcap                                        | Total                     | 104857600
ippair.memuse                                                | Total                     | 398144
ippair.memcap                                                | Total                     | 16777216
host.memuse                                                  | Total                     | 382144
host.memcap                                                  | Total                     | 33554432
flow.memuse                                                  | Total                     | 7234304
---------------------------------------------------------------------------------------------------
Date: 5/20/2026 -- 00:21:13 (uptime: 0d, 00h 36m 49s)
---------------------------------------------------------------------------------------------------
Counter                                                      | TM Name                   | Value
---------------------------------------------------------------------------------------------------
capture.kernel_packets                                       | Total                     | 18
capture.afpacket.polls                                       | Total                     | 86895
capture.afpacket.poll_timeout                                | Total                     | 86892
capture.afpacket.poll_data                                   | Total                     | 3
decoder.pkts                                                 | Total                     | 18
decoder.bytes                                                | Total                     | 2386
decoder.ipv4                                                 | Total                     | 14
decoder.ethernet                                             | Total                     | 18
decoder.arp                                                  | Total                     | 4
decoder.tcp                                                  | Total                     | 12
tcp.syn                                                      | Total                     | 1
tcp.synack                                                   | Total                     | 1
decoder.icmpv4                                               | Total                     | 2
decoder.avg_pkt_size                                         | Total                     | 132
decoder.max_pkt_size                                         | Total                     | 962
flow.total                                                   | Total                     | 2
flow.tcp                                                     | Total                     | 1
flow.icmpv4                                                  | Total                     | 1
flow.wrk.spare_sync_avg                                      | Total                     | 100
